"yyyy" "mm" "dd" "Duparquet" "Canpiapiscau" "Fermont" "Goose_Bay"
"6661" 1969 4 1 -22.31 -28.6 -27.21 -22.21
"6662" 1969 4 2 -21.53 -28.53 -27.14 -22.36
"6663" 1969 4 3 -21.92 -28.92 -27.47 -23.57
"6664" 1969 4 4 -21.73 -29.64 -28.32 -23.21
"6665" 1969 4 5 -18.07 -29.58 -28.31 -23.08
"6666" 1969 4 6 -17.94 -29.29 -27.75 -22.89
"6667" 1969 4 7 -18.02 -29.19 -27.71 -22.71
"6668" 1969 4 8 -18.05 -29.13 -27.43 -22.46
"6669" 1969 4 9 -17.99 -29.38 -27.49 -22.45
"6670" 1969 4 10 -15.71 -28.88 -27.31 -22.91
"6671" 1969 4 11 -16.17 -29.08 -27.41 -22.96
"6672" 1969 4 12 -16.24 -29.01 -27.44 -22.26
"6673" 1969 4 13 -16.36 -29.06 -27.44 -22.35
"6674" 1969 4 14 -16.41 -29.32 -27.42 -22.52
"6675" 1969 4 15 -16.41 -29.22 -27.02 -22.97
"6676" 1969 4 16 -16.23 -28.64 -26.18 -22.95
"6677" 1969 4 17 -16.12 -24.94 -25.27 -22.79
"6678" 1969 4 18 -16.12 -24.33 -24.78 -21.76
"6679" 1969 4 19 -16.12 -24.42 -24.77 -21.57
"6680" 1969 4 20 -16.17 -24.61 -24.79 -21.54
"6681" 1969 4 21 -16.37 -24.76 -24.81 -21.3
"6682" 1969 4 22 -16.04 -24.77 -24.82 -20.73
"6683" 1969 4 23 -15.78 -24.82 -24.86 -20.66
"6684" 1969 4 24 -15.78 -24.85 -24.86 -20.74
"6685" 1969 4 25 -15.81 -24.75 -24.47 -21.2
"6686" 1969 4 26 -15.84 -24.54 -23.89 -20.82
"6687" 1969 4 27 -15.85 -24.39 -23.68 -20.34
"6688" 1969 4 28 -15.81 -24.42 -23.69 -20.25
"6689" 1969 4 29 -15.79 -24.45 -23.65 -20.26
"6690" 1969 4 30 -15.8 -24.47 -23.67 -20.25
"6691" 1969 5 1 -21.13 -21.35 NA -14.74
"6692" 1969 5 2 -13.51 -20.55 -20.34 -12.96
"6693" 1969 5 3 -7.96 -18.78 -18.75 -12.54
"6694" 1969 5 4 -7.89 -20.48 -18.62 -17.21
"6695" 1969 5 5 -7.89 -20.51 -19.34 -21.46
"6696" 1969 5 6 -7.99 -19.64 -20.97 -20.68
"6697" 1969 5 7 -8.39 -19.62 -20.99 -19.56
"6698" 1969 5 8 -8.72 -20.18 -21.05 -19.18
"6699" 1969 5 9 -8.84 -19.78 -19.73 -19.11
"6700" 1969 5 10 -9.13 -20.99 -19.13 -18.75
"6701" 1969 5 11 -9.38 -22.83 -19.44 -16.64
"6702" 1969 5 12 -9.67 -22.96 -19.77 -16.28
"6703" 1969 5 13 -10.47 -22.96 -19.93 -15.46
"6704" 1969 5 14 -11.25 -22.96 -19.94 -15.48
"6705" 1969 5 15 -11.34 -22.99 -20.07 -15.48
"6706" 1969 5 16 -11.18 -22.97 -20.11 -15.48
"6707" 1969 5 17 -10.3 -22.91 -19.97 -15.46
"6708" 1969 5 18 -10.55 -22.89 -19.93 -15.36
"6709" 1969 5 19 -10.56 -22.89 -19.94 -15.41
"6710" 1969 5 20 -10.65 -22.85 -19.92 -16.06
"6711" 1969 5 21 -10.88 -22.79 -19.88 -16.11
"6712" 1969 5 22 -10.92 -22.74 -19.79 -16.18
"6713" 1969 5 23 -10.96 -22.72 -19.8 -16.18
"6714" 1969 5 24 -10.99 -22.67 -19.67 -16.19
"6715" 1969 5 25 -11.18 -22.49 -19.09 -16.15
"6716" 1969 5 26 -11.21 -22.45 -19.11 -15.72
"6717" 1969 5 27 -11.24 -22.45 -19.1 -15.82
"6718" 1969 5 28 -11.22 -22.45 -19.09 -16.18
"6719" 1969 5 29 -11.05 -22.44 -19.08 -16.02
"6720" 1969 5 30 -10.52 -22.47 -19.15 -15.96
"6721" 1969 5 31 -10.54 -22.21 -19.05 -15.93
"6722" 1969 6 1 -15.92 -16.9 -15.54 -25.19
"6723" 1969 6 2 -9.61 -17.16 -15.41 -20.66
"6724" 1969 6 3 -9.72 -13.81 -10.25 -19.78
"6725" 1969 6 4 -11.12 -13.71 -11.5 -16.95
"6726" 1969 6 5 -11.36 -16.26 -14.23 -15.92
"6727" 1969 6 6 -11.28 -16.49 -14.18 -16.15
"6728" 1969 6 7 -11.41 -16.1 -14.11 -15.58
"6729" 1969 6 8 -11.7 -16.08 -14.46 -14.29
"6730" 1969 6 9 -11.83 -16.2 -14.79 -14.43
"6731" 1969 6 10 -12.02 -16.3 -15.16 -14.73
"6732" 1969 6 11 -12.02 -16.32 -15.32 -14.82
"6733" 1969 6 12 -11.86 -16.32 -15.44 -14.58
"6734" 1969 6 13 -11.12 -16.21 -15.09 -14.13
"6735" 1969 6 14 -11.03 -16.03 -14.76 -12.95
"6736" 1969 6 15 -11.11 -16.14 -14.79 -12.77
"6737" 1969 6 16 -11.17 -16.29 -14.95 -12.75
"6738" 1969 6 17 -11.2 -16.36 -15.1 -12.77
"6739" 1969 6 18 -11.23 -16.35 -15.08 -12.8
"6740" 1969 6 19 -11.59 -16.19 -15.02 -12.8
"6741" 1969 6 20 -12.78 -15.39 -14.81 -12.74
"6742" 1969 6 21 -12.83 -15.64 -15.16 -12.67
"6743" 1969 6 22 -12.86 -15.73 -15.28 -12.73
"6744" 1969 6 23 -12.87 -15.83 -15.35 -12.81
"6745" 1969 6 24 -12.87 -15.85 -15.38 -12.84
"6746" 1969 6 25 -12.86 -15.83 -15.36 -12.85
"6747" 1969 6 26 -12.81 -15.85 -15.3 -12.87
"6748" 1969 6 27 -12.29 -15.97 -15.21 -13.03
"6749" 1969 6 28 -11.33 -16.11 -14.55 -13.33
"6750" 1969 6 29 -11.44 -16.15 -14.37 -13.18
"6751" 1969 6 30 -11.34 -16.22 -14.44 -13.22
"6752" 1969 7 1 -10.99 -19.65 -13.14 -14.09
"6753" 1969 7 2 -12.26 -20.19 -13.94 -12.04
"6754" 1969 7 3 -12.34 -19.8 -14.94 -12.67
"6755" 1969 7 4 -12.3 -19.79 -15.2 -12.71
"6756" 1969 7 5 -12.07 -19.08 -14.84 -12.56
"6757" 1969 7 6 -12.34 -19.12 -15.36 -12.72
"6758" 1969 7 7 -12.46 -19.4 -15.74 -14.32
"6759" 1969 7 8 -12.49 -19.87 -16 -15.26
"6760" 1969 7 9 -12.67 -20.15 -16.17 -16.1
"6761" 1969 7 10 -11.87 -20.15 -16.19 -16.16
"6762" 1969 7 11 -11.2 -20.17 -16.25 -16.2
"6763" 1969 7 12 -11.64 -20.2 -16.33 -16.25
"6764" 1969 7 13 -12.09 -20.21 -16.15 -16.21
"6765" 1969 7 14 -12.09 -20.17 -15.98 -15.91
"6766" 1969 7 15 -12.08 -18.91 -15.22 -15.85
"6767" 1969 7 16 -11.56 -17.92 -14.73 -15.79
"6768" 1969 7 17 -10.96 -17.91 -14.74 -15.63
"6769" 1969 7 18 -11.04 -18.2 -15.16 -15.77
"6770" 1969 7 19 -11.11 -18.64 -15.92 -16.48
"6771" 1969 7 20 -11.21 -19.11 -16.61 -16.93
"6772" 1969 7 21 -11.3 -19.27 -16.86 -16.97
"6773" 1969 7 22 -11.32 -19.4 -16.93 -17.01
"6774" 1969 7 23 -11.33 -19.5 -17.06 -17.12
"6775" 1969 7 24 -11.29 -19.51 -17.15 -17.26
"6776" 1969 7 25 -10.96 -19.52 -17.21 -17.27
"6777" 1969 7 26 -11.04 -19.51 -17.16 -17.27
"6778" 1969 7 27 -11.14 -19.43 -16.95 -17.27
"6779" 1969 7 28 -11.18 -19.17 -16.55 -17.24
"6780" 1969 7 29 -11.18 -18.82 -15.93 -17.2
"6781" 1969 7 30 -11.24 -17.54 -15.12 -16.78
"6782" 1969 7 31 -11.27 -16.19 -14.73 -16.25
"6783" 1969 8 1 -9.92 -18.68 -18.47 -9.35
"6784" 1969 8 2 -10.9 -18.84 -15.49 -10.18
"6785" 1969 8 3 -12.55 -17.12 -13.52 -10.73
"6786" 1969 8 4 -12.62 -17.16 -15.01 -10.42
"6787" 1969 8 5 -12.6 -17.24 -15.1 -10.95
"6788" 1969 8 6 -12.57 -17.26 -15.32 -11.02
"6789" 1969 8 7 -12.46 -17.63 -15.67 -11.2
"6790" 1969 8 8 -12.17 -17.58 -15.06 -11.46
"6791" 1969 8 9 -11.38 -15.73 -13.24 -11.49
"6792" 1969 8 10 -11.66 -14.27 -13 -9.99
"6793" 1969 8 11 -11.78 -14.2 -13.53 -9.59
"6794" 1969 8 12 -11.79 -14.97 -14.54 -9.68
"6795" 1969 8 13 -11.81 -15.19 -14.63 -10.18
"6796" 1969 8 14 -11.71 -15.21 -14.68 -11.01
"6797" 1969 8 15 -11.56 -15.21 -14.68 -11.29
"6798" 1969 8 16 -11.57 -15.21 -14.51 -11.31
"6799" 1969 8 17 -11.59 -15.11 -14.05 -11.31
"6800" 1969 8 18 -11.67 -14.96 -14.09 -11.12
"6801" 1969 8 19 -11.78 -15.03 -14.17 -11.02
"6802" 1969 8 20 -11.78 -15.34 -14.55 -11.55
"6803" 1969 8 21 -11.78 -16.42 -15.29 -11.93
"6804" 1969 8 22 -11.78 -17 -15.67 -12.23
"6805" 1969 8 23 -11.78 -17.11 -15.74 -12.42
"6806" 1969 8 24 -11.77 -17.09 -15.74 -12.44
"6807" 1969 8 25 -11.76 -17.14 -15.79 -12.42
"6808" 1969 8 26 -11.8 -17.25 -16.08 -12.4
"6809" 1969 8 27 -11.84 -17.24 -16.16 -12.51
"6810" 1969 8 28 -11.84 -17.23 -16.16 -12.55
"6811" 1969 8 29 -11.67 -17.12 -15.98 -12.52
"6812" 1969 8 30 -11.63 -17.08 -15.94 -12.42
"6813" 1969 8 31 -11.5 -17.04 -15.5 -12.47
"6814" 1969 9 1 -13.55 -12.65 -10.48 -8.92
"6815" 1969 9 2 -14.78 -13.35 -12.34 -9.11
"6816" 1969 9 3 -14.81 -13.36 -12.53 -10.22
"6817" 1969 9 4 -14.52 -13.49 -13.18 -11.55
"6818" 1969 9 5 -14.45 -13.61 -13.27 -12.16
"6819" 1969 9 6 -10.71 -14.17 -13.5 -12.54
"6820" 1969 9 7 -10.78 -14.17 -13.53 -12.58
"6821" 1969 9 8 -12.21 -14.18 -13.53 -12.67
"6822" 1969 9 9 -13.71 -14.26 -14.09 -12.94
"6823" 1969 9 10 -14.12 -16.43 -17.47 -12.41
"6824" 1969 9 11 -14.16 -19.06 -19.62 -12.91
"6825" 1969 9 12 -14.46 -19.05 -19.6 -13.1
"6826" 1969 9 13 -14.66 -19.21 -19.82 -13.5
"6827" 1969 9 14 -14.69 -19.1 -19.66 -13.57
"6828" 1969 9 15 -14.27 -19.21 -19.57 -14.54
"6829" 1969 9 16 -13.77 -19.11 -19.52 -15.6
"6830" 1969 9 17 -13.52 -18.95 -19.44 -15.6
"6831" 1969 9 18 -13.47 -18.86 -19.38 -15.6
"6832" 1969 9 19 -13.47 -18.74 -19.34 -15.63
"6833" 1969 9 20 -13.47 -18.56 -19.3 -15.64
"6834" 1969 9 21 -13.46 -17.9 -19.1 -15.61
"6835" 1969 9 22 -13.46 -17.72 -18.84 -15.55
"6836" 1969 9 23 -13.28 -17.67 -18.3 -15.59
"6837" 1969 9 24 -12.94 -17.76 -16.84 -15.23
"6838" 1969 9 25 -12.95 -17.77 -16.91 -15.15
"6839" 1969 9 26 -12.94 -17.77 -16.98 -15.26
"6840" 1969 9 27 -12.88 -17.83 -16.97 -15.19
"6841" 1969 9 28 -12.93 -18.22 -17.05 -15.01
"6842" 1969 9 29 -12.9 -18.61 -17.17 -14.44
"6843" 1969 9 30 -12.92 -18.9 -17.27 -14.37
"6844" 1969 10 1 -14.46 -23.23 -23.91 -22.16
"6845" 1969 10 2 -12.89 -23.48 -23.85 -21.75
"6846" 1969 10 3 -12.59 -22.99 -22.5 -20.75
"6847" 1969 10 4 -12.54 -23.07 -21.45 -20.82
"6848" 1969 10 5 -12.51 -23.1 -21.29 -19.82
"6849" 1969 10 6 -12.48 -23.01 -20.62 -20.53
"6850" 1969 10 7 -11.44 -20.62 -19.55 -20.22
"6851" 1969 10 8 -11.04 -17.68 -17.56 -19.22
"6852" 1969 10 9 -11.85 -17.3 -17.5 -15.95
"6853" 1969 10 10 -11.83 -18.31 -18.46 -14.19
"6854" 1969 10 11 -10.98 -18.47 -17.74 -13.74
"6855" 1969 10 12 -10.67 -18.63 -16.66 -12.48
"6856" 1969 10 13 -11.1 -18.7 -16.58 -13.8
"6857" 1969 10 14 -12.6 -19.02 -17.07 -14.06
"6858" 1969 10 15 -12.87 -20.73 -18.01 -15.91
"6859" 1969 10 16 -12.95 -21.02 -18.23 -16.21
"6860" 1969 10 17 -13.26 -21.11 -18.59 -16.25
"6861" 1969 10 18 -13.61 -21.17 -18.86 -16.26
"6862" 1969 10 19 -13.91 -21.28 -19.25 -16.36
"6863" 1969 10 20 -13.97 -21.15 -19.27 -16.6
"6864" 1969 10 21 -14.05 -21.06 -19.27 -16.61
"6865" 1969 10 22 -14.06 -20.96 -19.23 -16.63
"6866" 1969 10 23 -14.07 -20.83 -19.17 -16.64
"6867" 1969 10 24 -14.08 -20.74 -19.06 -16.68
"6868" 1969 10 25 -14.11 -20.61 -18.97 -16.7
"6869" 1969 10 26 -14.14 -20.61 -19.02 -16.75
"6870" 1969 10 27 -14.71 -20.65 -19.1 -16.89
"6871" 1969 10 28 -14.83 -20.73 -19.33 -17.46
"6872" 1969 10 29 -14.87 -20.72 -19.34 -17.51
"6873" 1969 10 30 -14.88 -20.5 -19.24 -17.51
"6874" 1969 10 31 -14.88 -20.25 -19.21 -17.51
"6875" 1969 11 1 -16.58 -22.02 -24.8 -22.29
"6876" 1969 11 2 -14.51 -26.36 -22.71 -24.12
"6877" 1969 11 3 -15.39 -25.52 -24.12 -26.06
"6878" 1969 11 4 -15.7 -25.23 -24.26 -23.3
"6879" 1969 11 5 -15.83 -24.39 -23.2 -22.22
"6880" 1969 11 6 -15.86 -23.73 -22.31 -18.23
"6881" 1969 11 7 -15.85 -23.22 -22.11 -13.09
"6882" 1969 11 8 -15.86 -22.85 -22 -12.93
"6883" 1969 11 9 -15.86 -22.66 -21.89 -12.95
"6884" 1969 11 10 -15.78 -22.58 -21.84 -12.93
"6885" 1969 11 11 -15.66 -22.06 -21.26 -12.93
"6886" 1969 11 12 -15.46 -19.91 -20.59 -13.12
"6887" 1969 11 13 -15.49 -18.25 -19.71 -13.03
"6888" 1969 11 14 -15.75 -18.08 -19.3 -12.6
"6889" 1969 11 15 -16.68 -18.41 -19.34 -12.51
"6890" 1969 11 16 -16.88 -18.58 -19.06 -11.93
"6891" 1969 11 17 -17.06 -18.91 -19.35 -11.86
"6892" 1969 11 18 -16.93 -19 -19.56 -11.9
"6893" 1969 11 19 -16.62 -18.93 -19.34 -11.94
"6894" 1969 11 20 -17.91 -18.48 -18.64 -11.9
"6895" 1969 11 21 -18.05 -19.12 -18.74 -11.64
"6896" 1969 11 22 -18.13 -20.14 -19.14 -11.02
"6897" 1969 11 23 -18.25 -20.15 -19.19 -11.06
"6898" 1969 11 24 -18.29 -20.19 -19.36 -11.17
"6899" 1969 11 25 -18.32 -20.18 -19.36 -11.79
"6900" 1969 11 26 -18.39 -20.22 -19.4 -11.9
"6901" 1969 11 27 -18.43 -20.21 -19.43 -11.92
"6902" 1969 11 28 -18.5 -20.2 -19.46 -12.02
"6903" 1969 11 29 -18.61 -20.36 -19.64 -12.1
"6904" 1969 11 30 -18.67 -20.4 -19.72 -12.23
"6905" 1969 12 1 -26.88 -25.89 -25.95 -13.22
"6906" 1969 12 2 -20.96 -26.03 -25.05 -17.16
"6907" 1969 12 3 -22.88 -25.69 -23.37 -13.51
"6908" 1969 12 4 -20.89 -25.42 -23.89 -12.38
"6909" 1969 12 5 -18.87 -25.25 -23.46 -10.81
"6910" 1969 12 6 -18.67 -25.11 -23.06 -11.8
"6911" 1969 12 7 -18.67 -25.07 -23 -13.05
"6912" 1969 12 8 -19.75 -25.1 -23.05 -13.33
"6913" 1969 12 9 -20.26 -25.09 -23.02 -13.34
"6914" 1969 12 10 -20.07 -24.47 -22.77 -13.42
"6915" 1969 12 11 -21.19 -24.43 -22.89 -13.42
"6916" 1969 12 12 -28.59 -25.67 -23.66 -13.72
"6917" 1969 12 13 -28.74 -25.77 -24.94 -13.89
"6918" 1969 12 14 -28.79 -25.93 -25.31 -14.01
"6919" 1969 12 15 -28.89 -25.9 -25.28 -14.61
"6920" 1969 12 16 -28.83 -25.86 -25.26 -15.05
"6921" 1969 12 17 -28.8 -25.86 -25.27 -15.02
"6922" 1969 12 18 -28.72 -25.86 -25.27 -15.02
"6923" 1969 12 19 -28.5 -25.87 -25.29 -15.03
"6924" 1969 12 20 -28.34 -25.91 -25.34 -15.03
"6925" 1969 12 21 -28.37 -25.97 -25.42 -15.13
"6926" 1969 12 22 -28.41 -26.04 -25.54 -15.14
"6927" 1969 12 23 -28.43 -26.15 -25.75 -15.3
"6928" 1969 12 24 -28.44 -26.17 -25.89 -15.61
"6929" 1969 12 25 -28.44 -26.33 -25.93 -15.61
"6930" 1969 12 26 -28.43 -26.36 -25.94 -15.61
"6931" 1969 12 27 -28.43 -26.37 -25.98 -15.61
"6932" 1969 12 28 -28.43 -25.9 -25.61 -15.53
"6933" 1969 12 29 -28.42 -25.5 -24.99 -14.9
"6934" 1969 12 30 -28.4 -25.78 -24.76 -14.55
"6935" 1969 12 31 -28.39 -25.82 -24.92 -14.49
"6936" 1970 1 1 NA -27.96 -33.99 -21.64
"6937" 1970 1 2 -30.32 -28.35 -30.74 -22.74
"6938" 1970 1 3 -28.78 -27.41 -29.05 -21.82
"6939" 1970 1 4 -33.75 -27.47 -29.27 -21.45
"6940" 1970 1 5 -31.95 -27.57 -29.49 -21.35
"6941" 1970 1 6 -31.64 -27.38 -29.63 -21.39
"6942" 1970 1 7 -31.76 -26.8 -28.52 -21.28
"6943" 1970 1 8 -32.2 -26.61 -27.53 -21.14
"6944" 1970 1 9 -32.34 -26.4 -26.99 -21.13
"6945" 1970 1 10 -29.57 -25.79 -26.27 -21.15
"6946" 1970 1 11 -29.51 -25.39 -25.84 -21.06
"6947" 1970 1 12 -29.66 -25.39 -25.77 -20.51
"6948" 1970 1 13 -29.92 -25.36 -25.77 -18.99
"6949" 1970 1 14 -30.01 -25.25 -25.19 -17.73
"6950" 1970 1 15 -30.07 -25.21 -24.76 -16.79
"6951" 1970 1 16 -29.72 -25.2 -24.75 -15.84
"6952" 1970 1 17 -28.31 -25.31 -25.13 -15.76
"6953" 1970 1 18 -28.33 -25.67 -25.48 -15.77
"6954" 1970 1 19 -28.39 -25.77 -25.54 -15.87
"6955" 1970 1 20 -28.43 -26.23 -25.96 -16.72
"6956" 1970 1 21 -28.62 -26.56 -26.57 -17.64
"6957" 1970 1 22 -28.91 -26.63 -26.71 -17.72
"6958" 1970 1 23 -30.01 -26.69 -26.81 -17.73
"6959" 1970 1 24 -30.08 -26.73 -26.89 -17.82
"6960" 1970 1 25 -29.56 -26.88 -27.05 -17.83
"6961" 1970 1 26 -29.46 -26.94 -27.14 -17.86
"6962" 1970 1 27 -29.32 -26.96 -27.18 -17.9
"6963" 1970 1 28 -29.12 -27 -27.27 -17.92
"6964" 1970 1 29 -28.52 -27.11 -27.52 -18.02
"6965" 1970 1 30 -28.42 -27.2 -27.71 -19.07
"6966" 1970 1 31 -28.36 -27.21 -27.73 -19.21
"6967" 1970 2 1 -35.1 -33.36 -32.77 -30.36
"6968" 1970 2 2 -25.13 -32.61 -31.08 -30.21
"6969" 1970 2 3 -23.29 -27.87 -26.27 -23.17
"6970" 1970 2 4 -23.28 -25.72 -25.36 -13.72
"6971" 1970 2 5 -23.12 -25.29 -25.02 -10.58
"6972" 1970 2 6 -22.62 -25.21 -24.84 -10.77
"6973" 1970 2 7 -22.66 -25.19 -24.78 -10.97
"6974" 1970 2 8 -22.85 -25.4 -24.98 -11.05
"6975" 1970 2 9 -22.87 -25.54 -25.08 -11.15
"6976" 1970 2 10 -23.48 -25.81 -25.41 -11.18
"6977" 1970 2 11 -24.23 -25.99 -25.69 -11.3
"6978" 1970 2 12 -24.43 -25.84 -25.01 -12
"6979" 1970 2 13 -24.49 -25.85 -24.72 -13.79
"6980" 1970 2 14 -24.63 -26.25 -25.13 -14.51
"6981" 1970 2 15 -24.74 -26.35 -25.35 -14.56
"6982" 1970 2 16 -24.82 -26.4 -25.48 -15.11
"6983" 1970 2 17 -25.11 -26.45 -25.57 -16
"6984" 1970 2 18 -25.59 -26.5 -25.8 -16.13
"6985" 1970 2 19 -25.89 -26.61 -26.34 -16.53
"6986" 1970 2 20 -25.96 -26.66 -26.43 -16.64
"6987" 1970 2 21 -26.02 -26.72 -26.52 -16.66
"6988" 1970 2 22 -25.64 -26.77 -26.61 -16.68
"6989" 1970 2 23 -25.35 -26.81 -26.69 -16.71
"6990" 1970 2 24 -25.37 -26.86 -26.73 -16.74
"6991" 1970 2 25 -25.41 -26.9 -26.76 -16.77
"6992" 1970 2 26 -25.45 -26.92 -26.78 -17.05
"6993" 1970 2 27 -25.46 -26.93 -26.79 -17.12
"6994" 1970 2 28 -25.46 -26.94 -26.79 -17.14
"6995" 1970 3 1 -37.17 -25.82 -21.98 -31.02
"6996" 1970 3 2 -32 -23.42 -22.5 -29.99
"6997" 1970 3 3 -26.19 -24.4 -22.84 -26.34
"6998" 1970 3 4 -20.28 -24.34 -23.37 -22.59
"6999" 1970 3 5 -21.01 -22.9 -20.13 -21.27
"7000" 1970 3 6 -21.15 -27.88 -24.9 -20.69
"7001" 1970 3 7 -20.99 -33.18 -28.14 -20.63
"7002" 1970 3 8 -21.01 -33.2 -28.27 -20.34
"7003" 1970 3 9 -21.19 -31.77 -27.44 -18.2
"7004" 1970 3 10 -21.29 -25.97 -22.69 -17.1
"7005" 1970 3 11 -21.6 -23.96 -21.93 -17.04
"7006" 1970 3 12 -21.6 -23.76 -22.09 -17.17
"7007" 1970 3 13 -21.57 -23.62 -22.07 -17.4
"7008" 1970 3 14 -21.65 -23.53 -22.05 -17.42
"7009" 1970 3 15 -21.75 -23.5 -22.03 -17.41
"7010" 1970 3 16 -21.89 -23.49 -22.03 -17.4
"7011" 1970 3 17 -21.93 -23.5 -22.02 -17.43
"7012" 1970 3 18 -21.93 -23.5 -22.05 -17.45
"7013" 1970 3 19 -21.93 -23.58 -22.13 -17.45
"7014" 1970 3 20 -21.93 -23.62 -22.17 -17.5
"7015" 1970 3 21 -21.91 -23.58 -22.19 -17.51
"7016" 1970 3 22 -21.91 -23.5 -22.18 -17.52
"7017" 1970 3 23 -21.93 -23.49 -22.19 -17.53
"7018" 1970 3 24 -22.2 -23.77 -22.43 -17.55
"7019" 1970 3 25 -22.32 -23.83 -22.18 -17.68
"7020" 1970 3 26 -22.3 -23.73 -22.01 -17.69
"7021" 1970 3 27 -21.73 -23.63 -21.8 -17.69
"7022" 1970 3 28 -21.68 -23.41 -21.5 -17.82
"7023" 1970 3 29 -21.72 -23.45 -21.53 -17.91
"7024" 1970 3 30 -21.72 -23.48 -21.55 -18
"7025" 1970 3 31 -21.76 -23.5 -21.59 -18.03
"7026" 1970 4 1 NA -32.7 -24.9 -26.97
"7027" 1970 4 2 -9.85 -25.54 -22.28 -23.5
"7028" 1970 4 3 -15.59 -25.81 -23.4 -21.16
"7029" 1970 4 4 -21.99 -31.88 -26.82 -18.95
"7030" 1970 4 5 -25.2 -32.15 -26.78 -19.99
"7031" 1970 4 6 -24.5 -31.63 -26.72 -20.59
"7032" 1970 4 7 -23.93 -31.32 -26.66 -20.73
"7033" 1970 4 8 -23.1 -31.1 -26.48 -20.97
"7034" 1970 4 9 -21.6 -30.84 -26.4 -20.47
"7035" 1970 4 10 -21.31 -29.49 -25.92 -19.43
"7036" 1970 4 11 -20.91 -27.52 -24.86 -19.07
"7037" 1970 4 12 -20.27 -25.54 -23.68 -18.48
"7038" 1970 4 13 -20.08 -25.28 -23.51 -18.36
"7039" 1970 4 14 -19.93 -25.28 -23.51 -18.17
"7040" 1970 4 15 -19.79 -25.3 -23.51 -18.11
"7041" 1970 4 16 -19.75 -25.3 -23.51 -18.11
"7042" 1970 4 17 -19.3 -25.27 -23.49 -18.11
"7043" 1970 4 18 -18.91 -25.16 -23.38 -18.17
"7044" 1970 4 19 -18.91 -25.16 -23.31 -18.07
"7045" 1970 4 20 -18.91 -25.16 -23.29 -17.95
"7046" 1970 4 21 -18.06 -25.16 -23.29 -17.83
"7047" 1970 4 22 -17.17 -25.16 -23.29 -17.81
"7048" 1970 4 23 -16.58 -25.06 -23.05 -17.81
"7049" 1970 4 24 -15.76 -22.25 -20.6 -17.76
"7050" 1970 4 25 -15.95 -20.85 -19.92 -17.56
"7051" 1970 4 26 -16.04 -20.77 -19.92 -17.62
"7052" 1970 4 27 -16.04 -20.78 -19.95 -17.6
"7053" 1970 4 28 -16.04 -20.83 -20.03 -17.6
"7054" 1970 4 29 -16.04 -20.65 -20.08 -17.59
"7055" 1970 4 30 -15.76 -20.62 -20.06 -17.87
"7056" 1970 5 1 -8.94 -9.79 -8.44 -8.78
"7057" 1970 5 2 -8 -10.13 -9.94 -10.6
"7058" 1970 5 3 -8.62 -12.41 -10.94 -10.87
"7059" 1970 5 4 -8.99 -12.9 -11.58 -10.94
"7060" 1970 5 5 -10.12 -13.83 -12.17 -11.03
"7061" 1970 5 6 -10.65 -15.51 -13.42 -11.22
"7062" 1970 5 7 -10.68 -15.57 -13.68 -11.54
"7063" 1970 5 8 -10.7 -15.78 -14.96 -14.24
"7064" 1970 5 9 -10.72 -16.66 -16.47 -14.46
"7065" 1970 5 10 -10.77 -16.78 -16.49 -14.36
"7066" 1970 5 11 -10.79 -16.82 -16.49 -14.38
"7067" 1970 5 12 -10.79 -17.02 -16.53 -14.38
"7068" 1970 5 13 -10.79 -17.25 -16.69 -14.38
"7069" 1970 5 14 -10.79 -17.61 -16.93 -14.38
"7070" 1970 5 15 -10.8 -17.92 -17.22 -14.55
"7071" 1970 5 16 -10.53 -17.96 -17.31 -14.74
"7072" 1970 5 17 -10.14 -17 -16 -14.68
"7073" 1970 5 18 -10.28 -16.54 -15.43 -13.46
"7074" 1970 5 19 -10.32 -16.69 -15.47 -13.15
"7075" 1970 5 20 -10.4 -16.79 -15.57 -12.93
"7076" 1970 5 21 -10.47 -16.82 -15.68 -13.05
"7077" 1970 5 22 -10.55 -16.81 -15.69 -13.07
"7078" 1970 5 23 -10.57 -16.86 -15.74 -13.1
"7079" 1970 5 24 -10.58 -17.02 -15.82 -13.18
"7080" 1970 5 25 -10.59 -17.07 -15.87 -13.41
"7081" 1970 5 26 -10.74 -17.09 -15.85 -13.55
"7082" 1970 5 27 -11.54 -17.12 -15.94 -14.23
"7083" 1970 5 28 -11.64 -17.11 -16.17 -14.43
"7084" 1970 5 29 -11.64 -17.11 -16.17 -14.54
"7085" 1970 5 30 -11.61 -17.04 -16.05 -14.55
"7086" 1970 5 31 -11.28 -16.78 -15.68 -14.63
"7087" 1970 6 1 -10.17 -24.02 -18.31 -22.55
"7088" 1970 6 2 -10.51 -23.85 -16.85 -22.58
"7089" 1970 6 3 -11.64 -22.21 -16.54 -19.88
"7090" 1970 6 4 -11.7 -22.18 -16.77 -19.59
"7091" 1970 6 5 -12.04 -21.96 -16.9 -19.63
"7092" 1970 6 6 -12.18 -21.85 -17.07 -19.66
"7093" 1970 6 7 -12.2 -21.11 -16.9 -19.07
"7094" 1970 6 8 -12.22 -19.14 -16.42 -16.14
"7095" 1970 6 9 -12.22 -19.16 -16.51 -16.15
"7096" 1970 6 10 -12.11 -19.16 -16.53 -16.24
"7097" 1970 6 11 -10.59 -19.16 -16.53 -16.24
